fecha,fuente_nombre,fuente_url,noticia_es,noticia_en,puntaje
2022-09-11,ambito,https://www.ambito.com/,Receta de pan de carne con ingrediente secreto,Secret Ingredient Meatloaf Recipe,0.0
2022-09-11,ambito,https://www.ambito.com/,5 películas sobre el atentado a las Torres Gemelas ,5 films about the attack on the Twin Towers,-0.4767
2022-09-11,ambito,https://www.ambito.com/,Receta de la verdadera empanada tucumana (con limón),Recipe of the true Tucuman empanada (with lemon),0.4215
2022-09-11,ambito,https://www.ambito.com/,"Buena gastronomía, a pocas horas de la Ciudad: cuándo y dónde disfrutar de las fiestas del alfajor y del salame quintero","Good gastronomy, a few hours from the City: when and where to enjoy the alfajor and quintero salami festivities",0.8481
2022-09-11,ambito,https://www.ambito.com/,"Desde Pablito Lescano hasta Bersuit Vergarabat, vuelve la Feria de la Música ","From Pablito Lescano to Bersuit Vergarabat, the Music Fair returns",0.3182
2022-09-11,ambito,https://www.ambito.com/,Venta de pasajes de trenes de larga distancia: precios y a partir de cuándo se puede comprar,Sale of long-distance train tickets: prices and from when it can be purchased,0.0
2022-09-11,ambito,https://www.ambito.com/,"Escapadas a una hora de la Ciudad: un destino con sabores, tradiciones e historias de inmigrantes","Getaways one hour from the City: a destination with flavors, traditions and stories of immigrants",0.0
2022-09-11,ambito,https://www.ambito.com/, Las migrañas también son cosas de chicos,Migraines are also boy things,0.0
2022-09-11,ambito,https://www.ambito.com/,Blefaroplastía: cómo es la cirugía estética de párpados,Blepharoplasty: what is aesthetic eyelid surgery like?,0.3612
2022-09-11,ambito,https://www.ambito.com/,ANSES: ¿Qué descuentos tengo al usar la SUBE?,ANSES: What discounts do I have when using SUBE?,0.0
2022-09-11,ambito,https://www.ambito.com/,Mi ANSES: cómo actualizar los datos personales en la página,My ANSES: how to update personal data on the page,0.0
2022-09-11,ambito,https://www.ambito.com/,El Puente al Empleo traerá una lluvia de juicios laborales,The Bridge to Employment will bring a rain of labor lawsuits,-0.1531
2022-09-11,ambito,https://www.ambito.com/,El odio encarnado,hate incarnate,-0.5719
2022-09-11,ambito,https://www.ambito.com/,La Fed no dejó moros en la costa y fija un rumbo agresivo,The Fed left no moors on the coast and sets an aggressive course,-0.4215
2022-09-11,ambito,https://www.ambito.com/,Después del atentado a Cristina Kirchner,After the attack on Cristina Kirchner,-0.4767
2022-09-11,ambito,https://www.ambito.com/,Discurso del odio y economía,Hate speech and economics,-0.5719
2022-09-11,ambito,https://www.ambito.com/,A dónde se dirige el servicio de correo y logística,Where the mail and logistics service goes,0.0
2022-09-11,ambito,https://www.ambito.com/,Distribución de gas: las claves para hacer simple lo complejo,Gas distribution: the keys to making the complex simple,0.0
2022-09-11,ambito,https://www.ambito.com/,Diálogos de Wall Street,Wall Street Dialogues,0.0
2022-09-11,ambito,https://www.ambito.com/,Pago a jubilados: cómo hacer la Fe de Vida por internet y qué bancos no lo piden,Payment to retirees: how to make the Fe de Vida online and which banks do not ask for it,0.0
2022-09-11,ambito,https://www.ambito.com/,PROCREAR 2022: cierra el nuevo concurso cómo acceder a la primera casa,PROCREAR 2022: close the new contest how to access the first house,0.0
2022-09-11,ambito,https://www.ambito.com/,"Tarjeta Alimentar: pagan $18.000 y aumento en septiembre, cuándo cobro según DNI","Food Card: they pay $18,000 and increase in September, when I charge according to DNI",0.2263
2022-09-11,ambito,https://www.ambito.com/,Trabajadores en blanco recibirán un mega bono,Workers in white will receive a mega bonus,0.5423
2022-09-11,ambito,https://www.ambito.com/,Programa Mi Pieza: ¿Cómo saber si participás del quinto sorteo?,My Piece Program: How do you know if you participate in the fifth draw?,0.0
2022-09-11,ambito,https://www.ambito.com/,"Cuándo cobro ANSES: los pagos a jubilados, AUH, AUE, SUAF y otras prestaciones de los próximos días","When do I collect ANSES: payments to retirees, AUH, AUE, SUAF and other benefits in the coming days",0.3818
2022-09-11,ambito,https://www.ambito.com/,Cuándo cobro Tarjeta Alimentar: pagan $18.000 más aumento en septiembre según DNI,"When do I charge the Alimentar Card: they pay $18,000 plus an increase in September according to DNI",0.2263
2022-09-11,ambito,https://www.ambito.com/,Bono especial de ANSES de $50.000: qué se sabe hasta ahora,"ANSES special bonus of $50,000: what is known so far",0.7351
2022-09-11,ambito,https://www.ambito.com/,Doble crimen en Vicente López: cuáles son las pruebas que complican a Martín Del Río,Double crime in Vicente López: what are the tests that complicate Martín Del Río,-0.5423
2022-09-11,ambito,https://www.ambito.com/,El Gobierno repudió la presencia de un stand de las Falklands en una feria de Uruguay,The Government repudiated the presence of a Falklands stand at a fair in Uruguay,0.3182
2022-09-11,ambito,https://www.ambito.com/,"Gira de Massa por EEUU: dólares para reservas, planes para invertir y atracción por Vaca Muerta","Massa's tour of the US: dollars for reservations, plans to invest and attraction to Vaca Muerta",0.4588
2022-09-11,ambito,https://www.ambito.com/,"Falleció Alberto Fontevecchia, el cofundador de Editorial Perfil","Alberto Fontevecchia, the co-founder of Editorial Perfil, passed away",0.0
2022-09-11,ambito,https://www.ambito.com/,Trabajadores en blanco recibirán un mega bono,Workers in white will receive a mega bonus,0.5423
2022-09-11,ambito,https://www.ambito.com/,Macri apuntó contra el pedido de juicio académico a Martín Tetaz: No lo vamos a permitir,Macri pointed against the request for academic trial to Martín Tetaz: We will not allow it,-0.1695
2022-09-11,ambito,https://www.ambito.com/,ANSES pagará con aumento a un grupo de beneficiarios,ANSES will pay a group of beneficiaries with an increase,0.5719
2022-09-11,ambito,https://www.ambito.com/,"Cuándo cobro ANSES: los pagos a jubilados, AUH, AUE, SUAF y otras prestaciones de los próximos días","When do I collect ANSES: payments to retirees, AUH, AUE, SUAF and other benefits in the coming days",0.3818
2022-09-11,ambito,https://www.ambito.com/, De ídolo a ídolo: el mensaje de Messi para Ginóbili por su ingreso al Salón de la Fama,From idol to idol: Messi's message to Ginóbili for his entry into the Hall of Fame,0.4404
2022-09-11,ambito,https://www.ambito.com/,Copa Maldonado: el seleccionado argentino Sub 20 venció a Uruguay y gritó campeón,Maldonado Cup: the Argentine Under 20 team beat Uruguay and shouted champion,0.5994
2022-09-11,ambito,https://www.ambito.com/,Verstappen saborea el bicampeonato de F1 tras ganar el Gran Premio de Italia,Verstappen savors the two-time F1 championship after winning the Italian Grand Prix,0.8519
2022-09-11,ambito,https://www.ambito.com/,Newells le ganó a Gimnasia y lo privó de llegar a la punta en la Liga Profesional,Newells beat Gymnastics and deprived him of reaching the top in the Professional League,-0.128
2022-09-11,ambito,https://www.ambito.com/,Central Córdoba sumó un triunfo clave en la lucha por la permanencia,Central Córdoba added a key victory in the fight for permanence,-0.3818
2022-09-11,ambito,https://www.ambito.com/,"Atlético Tucumán no pudo con San Lorenzo, pero por ahora es líder","Atlético Tucumán could not with San Lorenzo, but for now it is the leader",0.0
2022-09-11,ambito,https://www.ambito.com/,"Messi conducción: otra asistencia, victoria y PSG líder","Messi driving: another assistance, victory and PSG leader",0.0
2022-09-11,ambito,https://www.ambito.com/,Final sudamericana: Argentina define la Americup de básquetbol ante Brasil,South American Final: Argentina defines the Basketball Americup against Brazil,0.0
2022-09-11,ambito,https://www.ambito.com/,La despedida de Isabel II: miles de personas salen a las calles para ver el paso del féretro,Isabel II's farewell: thousands of people take to the streets to see the passage of the coffin,0.0
2022-09-11,ambito,https://www.ambito.com/,"Carlos III, proclamado nuevo rey del Reino Unido","Charles III, proclaimed new king of the United Kingdom",0.4215
2022-09-11,ambito,https://www.ambito.com/,Isabel II y el rock: de la guerra punk a la unción de las estrellas británicas,Elizabeth II and rock: from the punk war to the anointing of British stars,-0.5994
2022-09-11,ambito,https://www.ambito.com/,"Isabel II, férrea defensora de la autodeterminación de los isleños británicos en Malvinas","Isabel II, staunch defender of the self-determination of the British islanders in the Falklands",0.1027
2022-09-11,ambito,https://www.ambito.com/,La Unión Europea anticipa medidas sin precedentes para ahorrar energía,The European Union anticipates unprecedented measures to save energy,0.6486
2022-09-11,ambito,https://www.ambito.com/,Guerra en Ucrania: cómo sigue el conflicto a 200 días de la invasión rusa,War in Ukraine: how the conflict continues 200 days after the Russian invasion,-0.7351
2022-09-11,ambito,https://www.ambito.com/,Agroalimentos: se amplió la brecha entre lo que pagó el consumidor y recibió el productor,Agri-food: the gap between what the consumer paid and what the producer received was widened,0.0
2022-09-11,ambito,https://www.ambito.com/,Empresa líder en electrodomésticos anunció inversión por más de u$s20 millones,Leading appliance company announced investment for more than US$20 million,0.0
2022-09-11,ambito,https://www.ambito.com/,Evasión tributaria: Argentina y EEUU avanzan para compartir información ,Tax evasion: Argentina and the US advance to share information,0.296
2022-09-11,ambito,https://www.ambito.com/,Pronóstico de inflación subió otro escalón: mercado prevé un 95% para todo 2022 ,Inflation forecast climbed another step: market forecasts 95% for all of 2022,0.0
2022-09-11,ambito,https://www.ambito.com/,"Dólar soja: en una semana se liquidó u$s2.200 millones, la misma cifra que en todo septiembre del 2021","Soybean dollar: US$2.2 billion was settled in one week, the same figure as in all of September 2021",0.0
2022-09-11,ambito,https://www.ambito.com/,¿Qué dice el mercado sobre el precio que alcanzará el dólar a fin de año?,What does the market say about the price that the dollar will reach at the end of the year?,0.0258
2022-09-11,ambito,https://www.ambito.com/,Di Tullio contra la oposición: Quieren ver a Cristina presa o muerta,Di Tullio against the opposition: They want to see Cristina imprisoned or dead,-0.7906
2022-09-11,ambito,https://www.ambito.com/,Argüello: La reunión de Fernández con Biden está confirmada y es inminente,Argüello: Fernández's meeting with Biden is confirmed and imminent,0.0
2022-09-11,ambito,https://www.ambito.com/,"Tras el atentado a Cristina Kirchner, Alberto Fernández participó de la Misa por la paz y fraternidad","After the attack on Cristina Kirchner, Alberto Fernández participated in the Mass for peace and fraternity",0.1027
2022-09-11,ambito,https://www.ambito.com/,"Rodríguez Larreta y la interna con Bullrich: Si la gente quiere a un candidato muy extremo, yo no voy a ser","Rodríguez Larreta and the intern with Bullrich: If people want a very extreme candidate, I will not be",0.0772
2022-09-11,ambito,https://www.ambito.com/,Abogado de exfuncionario de Vialidad dijo que la peor forma de corrupción es condenar a un inocente.,A lawyer for a former highway official said that the worst form of corruption is to convict an innocent person.,-0.4019
2022-09-11,ambito,https://www.ambito.com/,Para la eternidad: Ginóbili ingresó al Salón de la Fama de la NBA,Forever: Ginobili inducted into the NBA Hall of Fame,0.4404
2022-09-11,ambito,https://www.ambito.com/,Las grandes polémicas de la historia de los Mundiales,The great controversies in the history of the World Cups,0.6249
2022-09-11,ambito,https://www.ambito.com/,TC2000: Santero se quedó con el Sprint en San Juan,TC2000: Santero stayed with the Sprint in San Juan,0.0
2022-09-11,ambito,https://www.ambito.com/,Barracas Central le dio un golpe más al maltratado presente de Lanús,Barracas Central gave one more blow to the mistreated present of Lanús,0.0
2022-09-11,ambito,https://www.ambito.com/,Un triunfo de oro: Patronato venció a Platense en un duelo crucial,A golden triumph: Patronato beat Platense in a crucial duel,0.4767
2022-09-11,ambito,https://www.ambito.com/,Huracán empató con Tigre y dejó pasar una chance única,Hurricane tied with Tigre and missed a unique chance,-0.0516
2022-09-12,ambito,https://www.ambito.com/,Cristina Kirchner reapareció en redes sociales ,Cristina Kirchner reappeared on social networks,0.0
2022-09-12,ambito,https://www.ambito.com/,"Alberto Fernández, tras el atentado a Cristina Kirchner: Decían que el próximo era yo","Alberto Fernández, after the attack on Cristina Kirchner: They said that the next one was me",-0.4767
2022-09-12,ambito,https://www.ambito.com/,El dólar turista supera los $261 y opera a $12 del blue,The tourist dollar exceeds $261 and operates at $12 from the blue,0.0
2022-09-12,ambito,https://www.ambito.com/,El dólar financiero cotiza a la baja y perfora los $280,The financial dollar is trading lower and pierces $280,-0.296
2022-09-12,ambito,https://www.ambito.com/,Dólar: economistas piden reajustes a la política económica tras el dólar soja,Dollar: economists call for adjustments to economic policy after the soybean dollar,0.0
2022-09-12,ambito,https://www.ambito.com/,El dólar blue cae $12 en 3 ruedas y la brecha con el oficial opera cerca del 90%,The blue dollar falls $12 on 3 wheels and the gap with the official operates close to 90%,0.0
2022-09-12,ambito,https://www.ambito.com/,Salarios: los sectores que más aumentarán a sus trabajadores,Wages: the sectors that will increase their workers the most,0.3182
2022-09-12,ambito,https://www.ambito.com/,El consumo se desplomó más de 7% en agosto: ¿Cuáles son las categorías que más caen?,Consumption plummeted more than 7% in August: What are the categories that fall the most?,0.0
2022-09-12,ambito,https://www.ambito.com/,Finalizó reunión de Massa con Janet Yellen y David Lipton en Washington,Massa's meeting with Janet Yellen and David Lipton ended in Washington,0.0
2022-09-12,ambito,https://www.ambito.com/,"EEUU actualizó estimaciones de cosecha argentina: qué proyecta para soja, maíz y trigo ","The US updated Argentine harvest estimates: what it projects for soybeans, corn and wheat",0.0
2022-09-12,ambito,https://www.ambito.com/,Bitcoin perfora los u$s22.000 y los inversores se mantienen a la espera de un dato clave ,"Bitcoin pierces $22,000 and investors are waiting for a key piece of data",0.0
2022-09-12,ambito,https://www.ambito.com/,"Con el foco en reunión de Massa con el FMI, ADRs y bonos operan con mayoría de subas","With the focus on Massa's meeting with the IMF, ADRs and bonds operate with the majority of increases",0.0
2022-09-12,ambito,https://www.ambito.com/,"La inflación de los trabajadores alcanzó el 6,4% en agosto y acumuló un 77% interanual",Workers' inflation reached 6.4% in August and accumulated 77% year-on-year,0.1027
2022-09-12,ambito,https://www.ambito.com/,Tensión en Constitución: postergan el desalojo de más de 70 familias,Tension in Constitución: they postpone the eviction of more than 70 families,-0.7351
2022-09-12,ambito,https://www.ambito.com/,Inflación: que número prevén las consultoras y qué se espera para los próximos meses,Inflation: what number do consultants forecast and what is expected for the coming months,0.0772
2022-09-12,ambito,https://www.ambito.com/,Qué dijo Carrió sobre el nombre de la banda que atentó contra Cristina ,What did Carrió say about the name of the gang that attacked Cristina,-0.4588
2022-09-12,ambito,https://www.ambito.com/,Empresas prevén inflación por encima del 80% y le ponen techo a los salarios,Companies foresee inflation above 80% and put a ceiling on wages,0.0
2022-09-12,ambito,https://www.ambito.com/,Reino Unido: Carlos III dio su primer discurso como rey ante el Parlamento,United Kingdom: Charles III gave his first speech as king before Parliament,0.4215
2022-09-12,ambito,https://www.ambito.com/,Reino Unido: comenzó en Edimburgo la capilla ardiente por Isabel II,United Kingdom: the funeral chapel for Elizabeth II began in Edinburgh,0.0772
2022-09-12,ambito,https://www.ambito.com/,Amo ser la gorda poderosa que no se calla nada: revoluciona las redes y va por más,I love being the powerful fat woman who doesn't shut up about anything: she revolutionizes the networks and goes for more,0.7906
2022-09-12,ambito,https://www.ambito.com/,Javier Milei cuestionó al dólar soja y advirtió por la emisión: Es una chanchada,Javier Milei questioned the soybean dollar and warned about the issue: It's a piggyback,-0.3612
2022-09-12,ambito,https://www.ambito.com/,La Legislatura porteña sufrió un ciberataque,The Legislature of Buenos Aires suffered a cyberattack,-0.4939
2022-09-12,ambito,https://www.ambito.com/,Emergencia en los transportes del interior: reclaman una ley para equiparar subsidios,Emergency in interior transport: they demand a law to equalize subsidies,-0.4767
2022-09-12,ambito,https://www.ambito.com/,Wall Street toca máximo de más de dos semanas por avances de energía y tecnología,Wall Street hits more than two-week high on energy and tech gains,0.5423
2022-09-12,ambito,https://www.ambito.com/,Habló el intendente de la oposición que participó de la misa en Luján,The mayor of the opposition who participated in the mass in Luján spoke,0.0
2022-09-12,ambito,https://www.ambito.com/,"Para Larreta, el triunfo en Marcos Juárez es un espaldarazo para Juntos por el Cambio","For Larreta, the victory in Marcos Juárez is a boost for Together for Change",0.4019
2022-09-12,ambito,https://www.ambito.com/,Mercados advierten por más incertidumbre y un contexto más débil a escala global,Markets warn of more uncertainty and a weaker context on a global scale,-0.7397
2022-09-12,ambito,https://www.ambito.com/,Las cinco definiciones de un exFMI que negoció la deuda sobre Sergio Massa ,The five definitions of an ex-IMF that negotiated the debt on Sergio Massa,-0.3612
2022-09-12,ambito,https://www.ambito.com/,Aníbal Fernández: Tiene que haber pruebas contundentes para poder avanzar y no retroceder,Aníbal Fernández: There must be convincing evidence to be able to move forward and not go back,0.4019
2022-09-12,ambito,https://www.ambito.com/,Vialidad: con duras críticas a fiscales y jueces comenzó el alegato de defensa de Julio De Vido,"Highway: with harsh criticism of prosecutors and judges, Julio De Vido's defense plea began",-0.6486
2022-09-12,ambito,https://www.ambito.com/,Economistas advierten que el dólar soja podría traer más inflación,Economists warn that the soybean dollar could bring more inflation,-0.1027
2022-09-12,ambito,https://www.ambito.com/,Euro toca máximo en tres semanas tras la suba de tasas del Banco Central Europeo,Euro hits three-week high after European Central Bank rate hike,0.0
2022-09-12,ambito,https://www.ambito.com/,Buscan aceitar el vínculo con Goldfajn (hombre clave del FMI),They seek to oil the link with Goldfajn (IMF key man),0.0
2022-09-12,ambito,https://www.ambito.com/,La pérdida de nutrientes en el suelo impactaría en la calidad de los alimentos,The loss of nutrients in the soil would impact the quality of food,-0.3182
2022-09-12,ambito,https://www.ambito.com/,Renovado con look SUV,Renewed with SUV look,0.0
2022-09-12,ambito,https://www.ambito.com/,Temas centrales de la prórroga del blanqueo incentiva la construcción,Central issues of the extension of money laundering encourages construction,0.4404
2022-09-12,ambito,https://www.ambito.com/,Charlas de quincho,barbecue talks,0.0
2022-09-12,ambito,https://www.ambito.com/,El bono del que nadie habla,The bonus that no one talks about,0.3182
2022-09-12,ambito,https://www.ambito.com/,Café caliente en la interna de JxC,Hot coffee inside JxC,0.0
2022-09-12,ambito,https://www.ambito.com/,Argentina Programa 4.0: los requisitos necesarios para inscribirte,Argentina Program 4.0: the necessary requirements to enroll,0.0
2022-09-12,ambito,https://www.ambito.com/,Google: la medida de Play Store para evitar reseñas falsas,Google: the measure of the Play Store to avoid false reviews,0.0516
2022-09-12,ambito,https://www.ambito.com/,No va más: los celulares que no tendrán WhatsApp desde el 30 de septiembre,It goes no further: the cell phones that will not have WhatsApp since September 30,-0.296
2022-09-12,ambito,https://www.ambito.com/,Revelan que el uso del celular puede aumentar el tamaño de la papada,They reveal that the use of the cell phone can increase the size of the double chin,0.3182
2022-09-12,ambito,https://www.ambito.com/,Twitter rechaza nueva queja de Elon Musk y vuelve a insistir con completar la compra,Twitter rejects Elon Musk's new complaint and insists again on completing the purchase,-0.6597
2022-09-12,ambito,https://www.ambito.com/,"Spotify: según un informe, los jóvenes escuchan podcast y música retro para aliviar el estrés","Spotify: According to a report, young people listen to podcasts and retro music to relieve stress",-0.0772
2022-09-12,ambito,https://www.ambito.com/,"
 ",,0.0
2022-09-12,ambito,https://www.ambito.com/,Al Qaeda reveló cómo surgió la idea de los ataques del 11-S,Al Qaeda revealed how the idea for the 9/11 attacks came about,-0.4404
2022-09-12,ambito,https://www.ambito.com/,Me siento millonaria: furor por la brecha de precios entre Argentina y Uruguay,I feel like a millionaire: fury over the price gap between Argentina and Uruguay,-0.296
2022-09-12,ambito,https://www.ambito.com/,Priscilla de Sofia Coppola será protagonizada por Cailee Spaeny y Jacob Elordi,Sofia Coppola's Priscilla to star Cailee Spaeny and Jacob Elordi,0.0
2022-09-12,ambito,https://www.ambito.com/,¿Quién es la máscara? llega al prime time de Telefe,Who is the mask? arrives at Telefe's prime time,0.0
2022-09-12,ambito,https://www.ambito.com/,Cobra Kai temporada seis: todos los detalles sobre la continuación de Karate Kid,Cobra Kai season six: all the details about the continuation of Karate Kid,0.0
2022-09-12,ambito,https://www.ambito.com/,Colombia entra en una espiral de violencia: al menos 15 muertos en un día,Colombia enters a spiral of violence: at least 15 dead in one day,-0.8555
2022-09-12,ambito,https://www.ambito.com/,Alemania se adentra en una recesión por la crisis energética,Germany slips into recession over energy crisis,-0.7003
2022-09-12,ambito,https://www.ambito.com/,La Argentina es el país con más mujeres para sumarse a empresas tecnológicas,Argentina is the country with more women to join technology companies,0.3535
2022-09-12,ambito,https://www.ambito.com/,Ucrania se fortalece con su contraofensiva y Rusia retoma los bombardeos,Ukraine strengthens with its counteroffensive and Russia resumes bombing,0.4588
2022-09-12,ambito,https://www.ambito.com/,Autos usados: los precios de septiembre 2022 y los modelos más vendidos ,Used cars: September 2022 prices and best-selling models,0.0
2022-09-12,ambito,https://www.ambito.com/,Operaciones en cajero automático: cómo extraer efectivo gratis,ATM operations: how to withdraw cash for free,0.5106
2022-09-12,ambito,https://www.ambito.com/,Francisco pidió a empresarios que paguen los impuestos,Francisco asked businessmen to pay taxes,-0.1027
2022-09-12,ambito,https://www.ambito.com/,Esta criptomoneda subió 400% en un mes,This cryptocurrency rose 400% in a month,0.0
2022-09-12,ambito,https://www.ambito.com/,Hallazgo: un test de sangre podría detectar cáncer a tiempo,Finding: a blood test could detect cancer early,-0.6597
2022-09-12,ambito,https://www.ambito.com/, Las migrañas también son cosas de chicos,Migraines are also boy things,0.0
2022-09-12,ambito,https://www.ambito.com/,Bono de $60.000 a trabajadores: qué se sabe hasta ahora y cuándo se va a pagar,"$60,000 bonus to workers: what is known so far and when will it be paid",0.5423
2022-09-12,ambito,https://www.ambito.com/,Cuándo cobro Anses,When do I charge Anses,0.0
2022-09-12,ambito,https://www.ambito.com/,"La Reserva Federal aprieta, pero no quiere ahorcar. ¿La Bolsa vuelve a la carga?","The Federal Reserve squeezes, but does not want to hang. Does the stock market return to the charge?",-0.0857
2022-09-12,ambito,https://www.ambito.com/,El dólar soja y su impacto en las cuentas del Banco Central,The soybean dollar and its impact on the accounts of the Central Bank,0.0
2022-09-12,ambito,https://www.ambito.com/,Se derrumbó el dólar en Argentina: ¿qué pasó?,The dollar collapsed in Argentina: what happened?,-0.2732
2022-09-12,ambito,https://www.ambito.com/,El Puente al Empleo traerá una lluvia de juicios laborales,The Bridge to Employment will bring a rain of labor lawsuits,-0.1531
2022-09-12,ambito,https://www.ambito.com/,El odio encarnado,hate incarnate,-0.5719
2022-09-12,ambito,https://www.ambito.com/,La Fed no dejó moros en la costa y fija un rumbo agresivo,The Fed left no moors on the coast and sets an aggressive course,-0.4215
2022-09-12,ambito,https://www.ambito.com/,Después del atentado a Cristina Kirchner,After the attack on Cristina Kirchner,-0.4767
2022-09-12,ambito,https://www.ambito.com/,"Abandonaron a un bebé en una bolsa con una carta: Soy de la calle, no tengo nada para él","They abandoned a baby in a bag with a letter: I'm from the street, I have nothing for him",-0.4588
